AirPollutionAttributableDeaths,,,,,,,,,,,
ParentLocationCode,ParentLocation,Location,Period,Dim1,Dim1ValueCode,Dim2,FactValueNumeric,FactValueNumericLow,FactValueNumericHigh,Value,DateModified
AFR,Africa,Senegal,2016,Male,MLE,Ischaemic heart disease,796.8,661.5,928.2,796.8 [661.5 – 928.2],7/6/18 0:00
AFR,Africa,Niger,2016,Female,FMLE,Stroke,796.9,667.4,929.1,796.9 [667.4 – 929.1],7/6/18 0:00
EMR,Eastern Mediterranean,Sudan,2016,Male,MLE,Chronic obstructive pulmonary disease,797.6,471.6,1151,"797.6 [471.6 – 1,151]",7/6/18 0:00
AMR,Americas,Colombia,2016,Female,FMLE,Chronic obstructive pulmonary disease,798,354.5,1345,"798 [354.5 – 1,345]",7/6/18 0:00
EUR,Europe,Netherlands,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",799.5,380.9,1350,"799.5 [380.9 – 1,350]",7/6/18 0:00
EUR,Europe,Uzbekistan,2016,Male,MLE,Total,8029,6870,9114,"8,029 [6,870 – 9,114]",7/6/18 0:00
EMR,Eastern Mediterranean,Afghanistan,2016,Female,FMLE,Total,8038,7220,8927,"8,038 [7,220 – 8,927]",7/6/18 0:00
EUR,Europe,Hungary,2016,Both sexes,BTSX,Total,8065,6243,9904,"8,065 [6,243 – 9,904]",7/6/18 0:00
EMR,Eastern Mediterranean,Somalia,2016,Both sexes,BTSX,Total,8071,6147,10062,"8,071 [6,147 – 10,062]",7/6/18 0:00
AFR,Africa,United Republic of Tanzania,2016,Both sexes,BTSX,Lower respiratory infections,8098,5155,11300,"8,098 [5,155 – 11,300]",7/6/18 0:00
SEAR,South-East Asia,Nepal,2016,Both sexes,BTSX,Ischaemic heart disease,8207,7008,9496,"8,207 [7,008 – 9,496]",7/6/18 0:00
EUR,Europe,Poland,2016,Male,MLE,Ischaemic heart disease,8223,6309,10030,"8,223 [6,309 – 10,030]",7/6/18 0:00
EUR,Europe,Poland,2016,Female,FMLE,Ischaemic heart disease,8258,5303,11452,"8,258 [5,303 – 11,452]",7/6/18 0:00
AMR,Americas,Venezuela (Bolivarian Republic of),2016,Both sexes,BTSX,Total,8297,6866,9831,"8,297 [6,866 – 9,831]",7/6/18 0:00
SEAR,South-East Asia,Bangladesh,2016,Female,FMLE,Chronic obstructive pulmonary disease,8372,5122,11851,"8,372 [5,122 – 11,851]",7/6/18 0:00
AMR,Americas,Mexico,2016,Male,MLE,Ischaemic heart disease,8427,6578,10181,"8,427 [6,578 – 10,181]",7/6/18 0:00
EUR,Europe,Bulgaria,2016,Both sexes,BTSX,Total,8613,6887,10632,"8,613 [6,887 – 10,632]",7/6/18 0:00
AFR,Africa,Ethiopia,2016,Both sexes,BTSX,Ischaemic heart disease,8616,7080,10070,"8,616 [7,080 – 10,070]",7/6/18 0:00
EUR,Europe,Kazakhstan,2016,Both sexes,BTSX,Total,8636,6973,10480,"8,636 [6,973 – 10,480]",7/6/18 0:00
EUR,Europe,Romania,2016,Male,MLE,Total,8662,7016,10457,"8,662 [7,016 – 10,457]",7/6/18 0:00
AFR,Africa,Uganda,2016,Both sexes,BTSX,Lower respiratory infections,8669,6647,10816,"8,669 [6,647 – 10,816]",7/6/18 0:00
EUR,Europe,Ukraine,2016,Both sexes,BTSX,Stroke,8702,6004,13190,"8,702 [6,004 – 13,190]",7/6/18 0:00
AFR,Africa,Angola,2016,Both sexes,BTSX,Total,8706,6699,10750,"8,706 [6,699 – 10,750]",7/6/18 0:00
EUR,Europe,France,2016,Male,MLE,Total,8728,6640,11003,"8,728 [6,640 – 11,003]",7/6/18 0:00
AFR,Africa,Cameroon,2016,Both sexes,BTSX,Lower respiratory infections,8777,6979,10603,"8,777 [6,979 – 10,603]",7/6/18 0:00
AFR,Africa,Chad,2016,Both sexes,BTSX,Lower respiratory infections,8791,6787,10884,"8,791 [6,787 – 10,884]",7/6/18 0:00
EMR,Eastern Mediterranean,Egypt,2016,Both sexes,BTSX,Lower respiratory infections,8877,7057,10644,"8,877 [7,057 – 10,644]",7/6/18 0:00
WPR,Western Pacific,Republic of Korea,2016,Male,MLE,Total,8887,7426,10586,"8,887 [7,426 – 10,586]",7/6/18 0:00
WPR,Western Pacific,Solomon Islands,2016,Female,FMLE,Lower respiratory infections,8.07,2.52,15.98,8.07 [2.52 – 15.98],7/6/18 0:00
AFR,Africa,Zimbabwe,2016,Female,FMLE,"Trachea, bronchus, lung cancers",8.16,4.37,12.74,8.16 [4.37 – 12.74],7/6/18 0:00
EUR,Europe,Luxembourg,2016,Male,MLE,Stroke,8.29,4.44,16.82,8.29 [4.44 – 16.82],7/6/18 0:00
AMR,Americas,Saint Lucia,2016,Male,MLE,Stroke,8.32,6.06,11.92,8.32 [6.06 – 11.92],7/6/18 0:00
AMR,Americas,Belize,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,8.33,4.26,13.43,8.33 [4.26 – 13.43],7/6/18 0:00
WPR,Western Pacific,Tonga,2016,Female,FMLE,Total,8.36,6.46,10.95,8.36 [6.46 – 10.95],7/6/18 0:00
AFR,Africa,Comoros,2016,Male,MLE,Chronic obstructive pulmonary disease,8.4,4.08,13.78,8.4 [4.08 – 13.78],7/6/18 0:00
EUR,Europe,Iceland,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,8.41,1.73,18.52,8.41 [1.73 – 18.52],7/6/18 0:00
AMR,Americas,Panama,2016,Female,FMLE,"Trachea, bronchus, lung cancers",8.47,3.93,14.45,8.47 [3.93 – 14.45],7/6/18 0:00
EMR,Eastern Mediterranean,United Arab Emirates,2016,Female,FMLE,"Trachea, bronchus, lung cancers",8.56,5.27,12.19,8.56 [5.27 – 12.19],7/6/18 0:00
AMR,Americas,Belize,2016,Female,FMLE,Lower respiratory infections,8.58,4.73,13.01,8.58 [4.73 – 13.01],7/6/18 0:00
AMR,Americas,Saint Vincent and the Grenadines,2016,Both sexes,BTSX,Lower respiratory infections,8.6,4.91,12.7,8.6 [4.91 – 12.7],7/6/18 0:00
AFR,Africa,Gabon,2016,Male,MLE,"Trachea, bronchus, lung cancers",8.67,5.31,12.37,8.67 [5.31 – 12.37],7/6/18 0:00
WPR,Western Pacific,Samoa,2016,Both sexes,BTSX,Stroke,8.79,5.95,13.69,8.79 [5.95 – 13.69],7/6/18 0:00
EUR,Europe,Cyprus,2016,Male,MLE,Lower respiratory infections,8.8,4.26,14.24,8.8 [4.26 – 14.24],7/6/18 0:00
AFR,Africa,Rwanda,2016,Male,MLE,"Trachea, bronchus, lung cancers",8.83,5.37,12.68,8.83 [5.37 – 12.68],7/6/18 0:00
EMR,Eastern Mediterranean,Bahrain,2016,Female,FMLE,Chronic obstructive pulmonary disease,8.83,5.63,12.42,8.83 [5.63 – 12.42],7/6/18 0:00
AFR,Africa,Togo,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",8.85,5.24,12.89,8.85 [5.24 – 12.89],7/6/18 0:00
AFR,Africa,Central African Republic,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",8.87,5.61,12.32,8.87 [5.61 – 12.32],7/6/18 0:00
AFR,Africa,Rwanda,2016,Female,FMLE,"Trachea, bronchus, lung cancers",8.98,5.45,12.88,8.98 [5.45 – 12.88],7/6/18 0:00
AMR,Americas,Belize,2016,Male,MLE,Stroke,8.98,6.85,11.6,8.98 [6.85 – 11.6],7/6/18 0:00
AMR,Americas,Barbados,2016,Male,MLE,Total,80.34,66.64,96.08,80.34 [66.64 – 96.08],7/6/18 0:00
AFR,Africa,Lesotho,2016,Male,MLE,Stroke,80.37,63.28,101,80.37 [63.28 – 101],7/6/18 0:00
AMR,Americas,Honduras,2016,Female,FMLE,Stroke,80.5,59.59,114.5,80.5 [59.59 – 114.5],7/6/18 0:00
WPR,Western Pacific,Singapore,2016,Male,MLE,Chronic obstructive pulmonary disease,80.71,38.35,133.5,80.71 [38.35 – 133.5],7/6/18 0:00
EUR,Europe,Bosnia and Herzegovina,2016,Both sexes,BTSX,Lower respiratory infections,80.71,52.16,112.1,80.71 [52.16 – 112.1],7/6/18 0:00
EMR,Eastern Mediterranean,Oman,2016,Male,MLE,Lower respiratory infections,80.82,59.97,103.1,80.82 [59.97 – 103.1],7/6/18 0:00
EMR,Eastern Mediterranean,Lebanon,2016,Female,FMLE,Lower respiratory infections,80.87,55.37,108.5,80.87 [55.37 – 108.5],7/6/18 0:00
SEAR,South-East Asia,Bhutan,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,80.88,45.93,120.2,80.88 [45.93 – 120.2],7/6/18 0:00
EUR,Europe,Serbia,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",802.5,449,1213,"802.5 [449 – 1,213]",7/6/18 0:00
AFR,Africa,Central African Republic,2016,Female,FMLE,Lower respiratory infections,803.3,612.6,1004,"803.3 [612.6 – 1,004]",7/6/18 0:00
AFR,Africa,Senegal,2016,Female,FMLE,Ischaemic heart disease,806.2,642.2,960.6,806.2 [642.2 – 960.6],7/6/18 0:00
WPR,Western Pacific,Republic of Korea,2016,Female,FMLE,Chronic obstructive pulmonary disease,806.4,430.3,1266,"806.4 [430.3 – 1,266]",7/6/18 0:00
EUR,Europe,Portugal,2016,Both sexes,BTSX,Stroke,807.7,321.2,2109,"807.7 [321.2 – 2,109]",7/6/18 0:00
AFR,Africa,Guinea,2016,Both sexes,BTSX,Stroke,807.8,643.2,995.8,807.8 [643.2 – 995.8],7/6/18 0:00
AFR,Africa,Angola,2016,Female,FMLE,Ischaemic heart disease,807.8,646.2,963.8,807.8 [646.2 – 963.8],7/6/18 0:00
EUR,Europe,Bosnia and Herzegovina,2016,Male,MLE,Ischaemic heart disease,809.1,627.2,984.2,809.1 [627.2 – 984.2],7/6/18 0:00
AMR,Americas,Guyana,2016,Female,FMLE,Ischaemic heart disease,81.25,64.63,97.1,81.25 [64.63 – 97.1],7/6/18 0:00
EUR,Europe,Albania,2016,Male,MLE,"Trachea, bronchus, lung cancers",81.32,43.23,128.2,81.32 [43.23 – 128.2],7/6/18 0:00
AFR,Africa,Angola,2016,Male,MLE,Ischaemic heart disease,812.6,676.2,945.5,812.6 [676.2 – 945.5],7/6/18 0:00
EUR,Europe,Serbia,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,813.3,437.1,1274,"813.3 [437.1 – 1,274]",7/6/18 0:00
WPR,Western Pacific,Papua New Guinea,2016,Female,FMLE,Total,813.7,651.7,1027,"813.7 [651.7 – 1,027]",7/6/18 0:00
SEAR,South-East Asia,Bangladesh,2016,Both sexes,BTSX,Total,82396,72501,93399,"82,396 [72,501 – 93,399]",7/6/18 0:00
AMR,Americas,Costa Rica,2016,Male,MLE,Stroke,82.43,55.74,131.7,82.43 [55.74 – 131.7],7/6/18 0:00
AMR,Americas,Panama,2016,Male,MLE,Stroke,82.86,53.07,143.4,82.86 [53.07 – 143.4],7/6/18 0:00
EUR,Europe,Bosnia and Herzegovina,2016,Both sexes,BTSX,Stroke,821.2,568.2,1195,"821.2 [568.2 – 1,195]",7/6/18 0:00
EMR,Eastern Mediterranean,Kuwait,2016,Both sexes,BTSX,Ischaemic heart disease,824,709.6,938.9,824 [709.6 – 938.9],7/6/18 0:00
AMR,Americas,Bolivia (Plurinational State of),2016,Male,MLE,Ischaemic heart disease,824.9,661.5,979.1,824.9 [661.5 – 979.1],7/6/18 0:00
AFR,Africa,Central African Republic,2016,Male,MLE,Lower respiratory infections,825.2,629.3,1032,"825.2 [629.3 – 1,032]",7/6/18 0:00
EUR,Europe,Kazakhstan,2016,Male,MLE,Stroke,826.2,592.5,1123,"826.2 [592.5 – 1,123]",7/6/18 0:00
EUR,Europe,The former Yugoslav Republic of Macedonia,2016,Male,MLE,Total,828.6,707.2,958.2,828.6 [707.2 – 958.2],7/6/18 0:00
AFR,Africa,Sierra Leone,2016,Male,MLE,Lower respiratory infections,829.9,434.6,1288,"829.9 [434.6 – 1,288]",7/6/18 0:00
AMR,Americas,Uruguay,2016,Male,MLE,Stroke,83.51,48.78,160.3,83.51 [48.78 – 160.3],7/6/18 0:00
AMR,Americas,Nicaragua,2016,Male,MLE,Stroke,83.8,63.78,114.9,83.8 [63.78 – 114.9],7/6/18 0:00
AMR,Americas,Chile,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,830.8,426.1,1344,"830.8 [426.1 – 1,344]",7/6/18 0:00
EMR,Eastern Mediterranean,Lebanon,2016,Female,FMLE,Ischaemic heart disease,830.8,629.2,1043,"830.8 [629.2 – 1,043]",7/6/18 0:00
EUR,Europe,Turkmenistan,2016,Female,FMLE,Ischaemic heart disease,831.3,633,1020,"831.3 [633 – 1,020]",7/6/18 0:00
EUR,Europe,Croatia,2016,Female,FMLE,Ischaemic heart disease,831.6,513.4,1180,"831.6 [513.4 – 1,180]",7/6/18 0:00
AMR,Americas,Cuba,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,834,408.3,1374,"834 [408.3 – 1,374]",7/6/18 0:00
AMR,Americas,Mexico,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",836.7,453.2,1295,"836.7 [453.2 – 1,295]",7/6/18 0:00
EUR,Europe,Netherlands,2016,Both sexes,BTSX,Stroke,839.6,401.4,1799,"839.6 [401.4 – 1,799]",7/6/18 0:00
AFR,Africa,Botswana,2016,Female,FMLE,Lower respiratory infections,84.24,48.59,123.5,84.24 [48.59 – 123.5],7/6/18 0:00
AFR,Africa,Madagascar,2016,Male,MLE,"Trachea, bronchus, lung cancers",84.28,45.77,130.2,84.28 [45.77 – 130.2],7/6/18 0:00
EUR,Europe,Bulgaria,2016,Female,FMLE,"Trachea, bronchus, lung cancers",84.34,45.15,131.7,84.34 [45.15 – 131.7],7/6/18 0:00
AMR,Americas,Paraguay,2016,Male,MLE,Lower respiratory infections,84.45,27.98,163.9,84.45 [27.98 – 163.9],7/6/18 0:00
AMR,Americas,Bahamas,2016,Both sexes,BTSX,Total,84.48,71,100.1,84.48 [71 – 100.1],7/6/18 0:00
EMR,Eastern Mediterranean,Libya,2016,Female,FMLE,Chronic obstructive pulmonary disease,84.58,50.13,121.8,84.58 [50.13 – 121.8],7/6/18 0:00
AFR,Africa,Botswana,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,84.74,44.26,134.6,84.74 [44.26 – 134.6],7/6/18 0:00
EUR,Europe,Malta,2016,Female,FMLE,Total,84.94,62.66,112.7,84.94 [62.66 – 112.7],7/6/18 0:00
AFR,Africa,Guinea-Bissau,2016,Male,MLE,Ischaemic heart disease,84.96,69.4,100,84.96 [69.4 – 100],7/6/18 0:00
AMR,Americas,Ecuador,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",84.98,43,138.4,84.98 [43 – 138.4],7/6/18 0:00
AFR,Africa,Burkina Faso,2016,Both sexes,BTSX,Stroke,841.5,699.3,992.9,841.5 [699.3 – 992.9],7/6/18 0:00
AMR,Americas,Colombia,2016,Male,MLE,Lower respiratory infections,842.8,397.2,1390,"842.8 [397.2 – 1,390]",7/6/18 0:00
EUR,Europe,Hungary,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",843,433.2,1360,"843 [433.2 – 1,360]",7/6/18 0:00
AFR,Africa,Madagascar,2016,Male,MLE,Ischaemic heart disease,843.1,694.5,978.8,843.1 [694.5 – 978.8],7/6/18 0:00
EUR,Europe,Greece,2016,Female,FMLE,Stroke,843.9,348.1,1889,"843.9 [348.1 – 1,889]",7/6/18 0:00
EUR,Europe,Denmark,2016,Female,FMLE,Total,845.9,593.4,1157,"845.9 [593.4 – 1,157]",7/6/18 0:00
EUR,Europe,Kyrgyzstan,2016,Female,FMLE,Ischaemic heart disease,846.3,588.1,1107,"846.3 [588.1 – 1,107]",7/6/18 0:00
EUR,Europe,Belarus,2016,Female,FMLE,Stroke,848.1,526.2,1445,"848.1 [526.2 – 1,445]",7/6/18 0:00
WPR,Western Pacific,Australia,2016,Female,FMLE,Ischaemic heart disease,849.2,427.7,1386,"849.2 [427.7 – 1,386]",7/6/18 0:00
AMR,Americas,Brazil,2016,Female,FMLE,"Trachea, bronchus, lung cancers",849.6,407.4,1428,"849.6 [407.4 – 1,428]",7/6/18 0:00
AMR,Americas,Guyana,2016,Both sexes,BTSX,Stroke,85.02,64.56,110.2,85.02 [64.56 – 110.2],7/6/18 0:00
AMR,Americas,Costa Rica,2016,Female,FMLE,Stroke,85.42,49.23,156.9,85.42 [49.23 – 156.9],7/6/18 0:00
AFR,Africa,Mauritius,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,85.51,35.61,147.9,85.51 [35.61 – 147.9],7/6/18 0:00
EUR,Europe,Czechia,2016,Both sexes,BTSX,Stroke,851.1,476,1590,"851.1 [476 – 1,590]",7/6/18 0:00
EUR,Europe,Israel,2016,Female,FMLE,Total,851.4,666.6,1075,"851.4 [666.6 – 1,075]",7/6/18 0:00
EUR,Europe,Serbia,2016,Female,FMLE,Stroke,851.6,525.6,1376,"851.6 [525.6 – 1,376]",7/6/18 0:00
EMR,Eastern Mediterranean,Bahrain,2016,Male,MLE,Ischaemic heart disease,86.06,74.66,98.02,86.06 [74.66 – 98.02],7/6/18 0:00
AFR,Africa,Gabon,2016,Male,MLE,Ischaemic heart disease,86.11,69.91,101.6,86.11 [69.91 – 101.6],7/6/18 0:00
EUR,Europe,Ireland,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",86.29,34.11,161.5,86.29 [34.11 – 161.5],7/6/18 0:00
EUR,Europe,Belarus,2016,Female,FMLE,Chronic obstructive pulmonary disease,86.38,41.56,142.3,86.38 [41.56 – 142.3],7/6/18 0:00
AFR,Africa,Congo,2016,Female,FMLE,Chronic obstructive pulmonary disease,86.38,49.44,127.8,86.38 [49.44 – 127.8],7/6/18 0:00
EUR,Europe,Ireland,2016,Both sexes,BTSX,Lower respiratory infections,86.74,17.36,202.1,86.74 [17.36 – 202.1],7/6/18 0:00
EMR,Eastern Mediterranean,Sudan,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",86.84,55.31,120.1,86.84 [55.31 – 120.1],7/6/18 0:00
EUR,Europe,Slovakia,2016,Female,FMLE,Ischaemic heart disease,869.2,567.9,1196,"869.2 [567.9 – 1,196]",7/6/18 0:00
EUR,Europe,Finland,2016,Male,MLE,Stroke,87.24,38.97,215.2,87.24 [38.97 – 215.2],7/6/18 0:00
EMR,Eastern Mediterranean,Djibouti,2016,Female,FMLE,Lower respiratory infections,87.59,65.26,111.4,87.59 [65.26 – 111.4],7/6/18 0:00
AMR,Americas,Suriname,2016,Female,FMLE,Total,87.71,74.75,102.8,87.71 [74.75 – 102.8],7/6/18 0:00
AMR,Americas,Belize,2016,Both sexes,BTSX,Total,87.75,74.82,102.7,87.75 [74.82 – 102.7],7/6/18 0:00
AFR,Africa,Zambia,2016,Both sexes,BTSX,Ischaemic heart disease,870.4,715.4,1020,"870.4 [715.4 – 1,020]",7/6/18 0:00
SEAR,South-East Asia,Indonesia,2016,Female,FMLE,"Trachea, bronchus, lung cancers",872.2,449.9,1404,"872.2 [449.9 – 1,404]",7/6/18 0:00
AFR,Africa,Zimbabwe,2016,Both sexes,BTSX,Ischaemic heart disease,872.5,676.6,1056,"872.5 [676.6 – 1,056]",7/6/18 0:00
AMR,Americas,Haiti,2016,Female,FMLE,Ischaemic heart disease,873.5,690.2,1051,"873.5 [690.2 – 1,051]",7/6/18 0:00
AFR,Africa,Burkina Faso,2016,Male,MLE,Ischaemic heart disease,873.5,737.9,1006,"873.5 [737.9 – 1,006]",7/6/18 0:00
AFR,Africa,Democratic Republic of the Congo,2016,Male,MLE,Chronic obstructive pulmonary disease,873.6,493.3,1307,"873.6 [493.3 – 1,307]",7/6/18 0:00
EUR,Europe,Slovakia,2016,Male,MLE,Ischaemic heart disease,873.9,662.6,1069,"873.9 [662.6 – 1,069]",7/6/18 0:00
EMR,Eastern Mediterranean,United Arab Emirates,2016,Both sexes,BTSX,Ischaemic heart disease,874.1,742.8,1009,"874.1 [742.8 – 1,009]",7/6/18 0:00
AMR,Americas,Venezuela (Bolivarian Republic of),2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,875.1,382.3,1482,"875.1 [382.3 – 1,482]",7/6/18 0:00
EUR,Europe,Tajikistan,2016,Both sexes,BTSX,Stroke,875.1,681.9,1120,"875.1 [681.9 – 1,120]",7/6/18 0:00
EUR,Europe,Belgium,2016,Male,MLE,Ischaemic heart disease,876,612.4,1142,"876 [612.4 – 1,142]",7/6/18 0:00
EMR,Eastern Mediterranean,Saudi Arabia,2016,Female,FMLE,Stroke,877.3,708.4,1083,"877.3 [708.4 – 1,083]",7/6/18 0:00
AFR,Africa,Madagascar,2016,Female,FMLE,Stroke,877.7,697.2,1102,"877.7 [697.2 – 1,102]",7/6/18 0:00
WPR,Western Pacific,Papua New Guinea,2016,Both sexes,BTSX,Ischaemic heart disease,877.8,696,1056,"877.8 [696 – 1,056]",7/6/18 0:00
AFR,Africa,Burkina Faso,2016,Female,FMLE,Ischaemic heart disease,879.7,718.5,1040,"879.7 [718.5 – 1,040]",7/6/18 0:00
AMR,Americas,Dominican Republic,2016,Male,MLE,Chronic obstructive pulmonary disease,88.03,35.7,152.9,88.03 [35.7 – 152.9],7/6/18 0:00
EMR,Eastern Mediterranean,Jordan,2016,Male,MLE,"Trachea, bronchus, lung cancers",88.23,52.45,128.3,88.23 [52.45 – 128.3],7/6/18 0:00
AMR,Americas,Colombia,2016,Male,MLE,Chronic obstructive pulmonary disease,884.2,392.8,1490,"884.2 [392.8 – 1,490]",7/6/18 0:00
EUR,Europe,Latvia,2016,Female,FMLE,Total,886.3,598.1,1279,"886.3 [598.1 – 1,279]",7/6/18 0:00
EUR,Europe,Denmark,2016,Male,MLE,Total,888.6,659.9,1154,"888.6 [659.9 – 1,154]",7/6/18 0:00
SEAR,South-East Asia,Myanmar,2016,Male,MLE,"Trachea, bronchus, lung cancers",888.9,535.8,1282,"888.9 [535.8 – 1,282]",7/6/18 0:00
EMR,Eastern Mediterranean,Oman,2016,Both sexes,BTSX,Total,889.7,794.7,988.6,889.7 [794.7 – 988.6],7/6/18 0:00
AFR,Africa,Uganda,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",89.27,56.67,123.8,89.27 [56.67 – 123.8],7/6/18 0:00
AMR,Americas,El Salvador,2016,Male,MLE,Stroke,89.35,68.29,119.7,89.35 [68.29 – 119.7],7/6/18 0:00
AMR,Americas,Nicaragua,2016,Female,FMLE,Stroke,89.5,66.56,127.1,89.5 [66.56 – 127.1],7/6/18 0:00
AFR,Africa,Sierra Leone,2016,Male,MLE,Chronic obstructive pulmonary disease,89.81,43.93,146.9,89.81 [43.93 – 146.9],7/6/18 0:00
AMR,Americas,El Salvador,2016,Female,FMLE,Stroke,89.85,66.79,125.6,89.85 [66.79 – 125.6],7/6/18 0:00
EUR,Europe,Republic of Moldova,2016,Male,MLE,Chronic obstructive pulmonary disease,89.9,40.35,150.6,89.9 [40.35 – 150.6],7/6/18 0:00
AFR,Africa,Central African Republic,2016,Male,MLE,Chronic obstructive pulmonary disease,89.95,52.86,130.1,89.95 [52.86 – 130.1],7/6/18 0:00
WPR,Western Pacific,Mongolia,2016,Male,MLE,Total,890,797.9,985.2,890 [797.9 – 985.2],7/6/18 0:00
EUR,Europe,Tajikistan,2016,Both sexes,BTSX,Lower respiratory infections,890.7,663.2,1134,"890.7 [663.2 – 1,134]",7/6/18 0:00
AFR,Africa,Congo,2016,Female,FMLE,Total,890.8,773.8,1024,"890.8 [773.8 – 1,024]",7/6/18 0:00
EUR,Europe,France,2016,Male,MLE,Lower respiratory infections,891.2,306.7,1697,"891.2 [306.7 – 1,697]",7/6/18 0:00
EUR,Europe,Lithuania,2016,Female,FMLE,Ischaemic heart disease,896.5,522.3,1317,"896.5 [522.3 – 1,317]",7/6/18 0:00
AMR,Americas,El Salvador,2016,Female,FMLE,Total,897.5,740.6,1066,"897.5 [740.6 – 1,066]",7/6/18 0:00
EMR,Eastern Mediterranean,Jordan,2016,Male,MLE,Ischaemic heart disease,897.9,748.2,1039,"897.9 [748.2 – 1,039]",7/6/18 0:00
EUR,Europe,Sweden,2016,Female,FMLE,Total,899.9,528.2,1467,"899.9 [528.2 – 1,467]",7/6/18 0:00
AFR,Africa,Cabo Verde,2016,Male,MLE,Chronic obstructive pulmonary disease,9,4.99,13.73,9 [4.99 – 13.73],7/6/18 0:00
AMR,Americas,Brazil,2016,Female,FMLE,Ischaemic heart disease,9005,6622,11357,"9,005 [6,622 – 11,357]",7/6/18 0:00
EMR,Eastern Mediterranean,Afghanistan,2016,Male,MLE,Total,9105,8194,10060,"9,105 [8,194 – 10,060]",7/6/18 0:00
AFR,Africa,Ethiopia,2016,Male,MLE,Lower respiratory infections,9302,6524,12272,"9,302 [6,524 – 12,272]",7/6/18 0:00
SEAR,South-East Asia,Indonesia,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,9331,4122,15796,"9,331 [4,122 – 15,796]",7/6/18 0:00
AMR,Americas,United States of America,2016,Both sexes,BTSX,Stroke,9421,4574,22436,"9,421 [4,574 – 22,436]",7/6/18 0:00
SEAR,South-East Asia,Thailand,2016,Both sexes,BTSX,Lower respiratory infections,9425,5875,13339,"9,425 [5,875 – 13,339]",7/6/18 0:00
WPR,Western Pacific,Malaysia,2016,Both sexes,BTSX,Total,9495,7856,11322,"9,495 [7,856 – 11,322]",7/6/18 0:00
EMR,Eastern Mediterranean,Iran (Islamic Republic of),2016,Male,MLE,Ischaemic heart disease,9551,7594,11467,"9,551 [7,594 – 11,467]",7/6/18 0:00
SEAR,South-East Asia,Thailand,2016,Both sexes,BTSX,Ischaemic heart disease,9612,7515,11611,"9,612 [7,515 – 11,611]",7/6/18 0:00
EUR,Europe,Romania,2016,Both sexes,BTSX,Ischaemic heart disease,9702,6762,12699,"9,702 [6,762 – 12,699]",7/6/18 0:00
AFR,Africa,Democratic Republic of the Congo,2016,Female,FMLE,Lower respiratory infections,9734,7020,12642,"9,734 [7,020 – 12,642]",7/6/18 0:00
AFR,Africa,Niger,2016,Both sexes,BTSX,Lower respiratory infections,9820,7831,11849,"9,820 [7,831 – 11,849]",7/6/18 0:00
EUR,Europe,Germany,2016,Female,FMLE,Ischaemic heart disease,9869,5509,14965,"9,869 [5,509 – 14,965]",7/6/18 0:00
AFR,Africa,Democratic Republic of the Congo,2016,Male,MLE,Lower respiratory infections,9898,7138,12854,"9,898 [7,138 – 12,854]",7/6/18 0:00
EUR,Europe,Belarus,2016,Both sexes,BTSX,Total,9902,7835,12120,"9,902 [7,835 – 12,120]",7/6/18 0:00
AMR,Americas,Saint Lucia,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,9.1,4.69,14.56,9.1 [4.69 – 14.56],7/6/18 0:00
AFR,Africa,Benin,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",9.11,5.52,13.11,9.11 [5.52 – 13.11],7/6/18 0:00
AMR,Americas,Suriname,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",9.23,5.09,14.09,9.23 [5.09 – 14.09],7/6/18 0:00
AMR,Americas,Grenada,2016,Female,FMLE,Ischaemic heart disease,9.23,6.94,11.53,9.23 [6.94 – 11.53],7/6/18 0:00
AMR,Americas,Guyana,2016,Female,FMLE,Chronic obstructive pulmonary disease,9.24,4.74,14.92,9.24 [4.74 – 14.92],7/6/18 0:00
WPR,Western Pacific,Solomon Islands,2016,Male,MLE,Chronic obstructive pulmonary disease,9.29,3.43,16.87,9.29 [3.43 – 16.87],7/6/18 0:00
AMR,Americas,Bahamas,2016,Male,MLE,Stroke,9.31,6.96,12.57,9.31 [6.96 – 12.57],7/6/18 0:00
